user_id,book_id,review_id,rating,review_text,date_added,date_updated,read_at,started_at,n_votes,n_comments
8842281e1d1347389f2ab93d60773d4d,18245960,dfdbb7b0eb5a7e4c26d59a937e2e5feb,5,"This is a special book. It started slow for about the first third, then in the middle third it started to get interesting, then the last third blew my mind. This is what I love about good science fiction - it pushes your thinking about where things can go. 
 It is a 2015 Hugo winner, and translated from its original Chinese, which made it interesting in just a different way from most things I've read. For instance the intermixing of Chinese revolutionary history - how they kept accusing people of being ""reactionaries"", etc. 
 It is a book about science, and aliens. The science described in the book is impressive - its a book grounded in physics and pretty accurate as far as I could tell. (view spoiler)[Though when it got to folding protons into 8 dimensions I think he was just making stuff up - interesting to think about though. 
 But what would happen if our SETI stations received a message - if we found someone was out there - and the person monitoring and answering the signal on our side was disillusioned? That part of the book was a bit dark - I would like to think human reaction to discovering alien civilization that is hostile would be more like Enders Game where we would band together. 
 I did like how the book unveiled the Trisolaran culture through the game. It was a smart way to build empathy with them and also understand what they've gone through across so many centuries. And who know a 3 body problem was an unsolvable math problem? But I still don't get who made the game - maybe that will come in the next book. 
 I loved this quote: 
 ""In the long history of scientific progress, how many protons have been smashed apart in accelerators by physicists? How many neutrons and electrons? Probably no fewer than a hundred million. Every collision was probably the end of the civilizations and intelligences in a microcosmos. In fact, even in nature, the destruction of universes must be happening at every second--for example, through the decay of neutrons. Also, a high-energy cosmic ray entering the atmosphere may destroy thousands of such miniature universes...."" 
 (hide spoiler)]",Sun Jul 30 07:44:10 -0700 2017,Wed Aug 30 00:00:26 -0700 2017,Sat Aug 26 12:05:52 -0700 2017,Tue Aug 15 13:23:18 -0700 2017,28,1
8842281e1d1347389f2ab93d60773d4d,16981,a5d2c3628987712d0e05c4f90798eb67,3,Recommended by Don Katz. Avail for free in December: http://www.audible.com/mt/ellison2?so...,Mon Dec 05 10:46:44 -0800 2016,Wed Mar 22 11:37:04 -0700 2017,,,1,0
8842281e1d1347389f2ab93d60773d4d,28684704,2ede853b14dc4583f96cf5d120af636f,3,"A fun, fast paced science fiction thriller. I read it in 2 nights and couldn't put it down. The book is about the quantum theory of many worlds which states that all decisions we make throughout our lives basically create branches, and that each possible path through the decision tree can be thought of as a parallel world. And in this book, someone invents a way to switch between these worlds. This was nicely alluded to/foreshadowed in this quote: 
 ""I think about all the choices we've made that created this moment. Us sitting here together at this beautiful table. Then I think of all the possible events that could have stopped this moment from ever happening, and it all feels, I don't know..."" ""What?"" ""So fragile."" Now he becomes thoughtful for a moment. He says finally, ""It's terrifying when you consider that every thought we have, every choice we could possibly make, branches into a new world."" 
 (view spoiler)[This book can't be discussed without spoilers. It is a book about choice and regret. Ever regret not chasing the girl of your dreams so you can focus on your career? Well Jason2 made that choice and then did regret it. Clearly the author is trying to tell us to optimize for happiness - to be that second rate physics teacher at a community college if it means you can have a happy life. I'm being snarky because while there is certainly something to that, you also have to have meaning in your life that comes from within. I thought the book was a little shallow on this dimension. In fact, all the characters were fairly shallow. Daniela was the perfect wife. Ryan the perfect antithesis of Jason. Amanda the perfect loyal traveling companion, etc. This, plus the fact that the book was weak on the science are what led me to take a few stars off - but I'd still read it again if I could go back in time - was a very fun and engaging read. 
 If you want to really minimize regret, you have to live your life to avoid it in the first place. Regret can't be hacked, which is kind of the point of the book. My favorite book about regret is Remains of the Day. I do really like the visualization of the decision tree though - that is a powerful concept. 
 ""Every moment, every breath, contains a choice. But life is imperfect. We make the wrong choices. So we end up living in a state of perpetual regret, and is there anything worse? I built something that could actually eradicate regret. Let you find worlds where you made the right choice."" Daniela says, ""Life doesn't work that way. You live with your choices and learn. You don't cheat the system."" 
 (hide spoiler)]",Tue Nov 15 11:29:22 -0800 2016,Mon Mar 20 23:40:27 -0700 2017,Sat Mar 18 23:22:42 -0700 2017,Fri Mar 17 23:45:40 -0700 2017,22,0
8842281e1d1347389f2ab93d60773d4d,27161156,ced5675e55cd9d38a524743f5c40996e,0,"Recommended reading to understand what is going on in middle america, and possibly better explain why Trump won. http://www.npr.org/2016/11/09/5013826...",Wed Nov 09 17:37:04 -0800 2016,Wed Nov 09 17:38:20 -0800 2016,,,5,1
8842281e1d1347389f2ab93d60773d4d,25884323,332732725863131279a8e345b63ac33e,4,"I really enjoyed this book, and there is a lot to recommend it. It did drag on a little at the end so I knocked off 1 star - but overall a wow book. 
 It's the story of a starship sent to Tau Ceti - the nearest star that has Earth analog planets - to colonize it. The journey there will take generations, and the story is told of the 3rd & 4th (?) generations, which are the ones that reaches Tau Ceti. It is a story of purpose, and how having a purpose affects behavior. A story of politics, and people. 
 The first cool thing about this book is the richness of its world. The ship is intricate and large in its design and ambition to shepherd ~1200 people for that much time. It had 3D printers that can print almost anything you can imagine - even DNA - or more printers - so little goes lacking that can't be recreated. 
 But the thing that makes this book brilliant is the Ship. The AI that controls the ship, who is narrating the book by the end. It's observations about humans and our language are just brilliant. It starts with the astute observation that human language is very imprecise, and relies heavily on metaphor and analogy. It is remarkable once you start to reflect on it, how true that is. To hear the AI reflect on this: 
 ""Perhaps there is a provisional solution to this epistemological mess, which is to be located in the phrase ""it is as if"". This phrase is of course precisely the announcement of an analogy. And on reflection, it is admittedly a halting problem, but jumping out of it, there is something quite suggestive and powerful in this formulation, something very specifically human. Possibly this formulation itself is the deep diagnostic of all human cognition--the tell, as they say, meaning the thing that tells, the giveaway. In the infinite black space of ignorance, it is as if stands as the basic operation of cognition, the mark perhaps of consciousness itself. Human language: it is as if it made sense."" 
 Basically we are a bunch of pattern matchers, trying to match things we've seen before to new things, and if they don't match perfectly, it doesn't matter, because matching helps us bucket and organize the new information. But this is incredibly fuzzy! The AI also makes hilarious observations like this: 
 Indeed, it has to be said that the percentage of old human sayings and proverbs that are actually true is very far from 100 percent. Seems it may be less important that it be true than that it rhyme, or show alliteration or the like. What goes around comes around: really? What does this mean?"" 
 Or this, as it analyzes chatter from Earth: ""It was a whiny culture, we were finding."" 
 Listening to the AI try to reason is also very interesting to my programmers mind. I especially loved it's discussion of the meaning of life - it really nails it. If a program (or a person) has no objective, it has no purpose, no meaning, no organizing principle, and it's existence will be in trouble. But if you have that meaning to organize your thoughts & actions - or your subroutines - than you have a purpose. Meaning is the hard problem indeed. 
 ""We had a project on this trip back to the solar system, and that project was a labor of love. It absorbed all our operations entirely. It gave a meaning to our existence. And this is a very great gift; this, in the end, is what we think love gives, which is to say meaning. Because there is no very obvious meaning to be found in the universe, as far as we can tell. But a consciousness that cannot discern a meaning in existence is in trouble, very deep trouble, for at that point there is no organizing principle, no end to the halting problems, no reason to live, no love to be found. No: meaning is the hard problem."" 
 (view spoiler)[My review focuses a lot on the AI, but that's not the main thrust of the book. The war between stayers and leavers, the political tensions, the slinghot maneuvers to get back - all make the book worth reading. And as a surfer, I love how it ends with Freya finding meaning in surfing waves. (hide spoiler)]",Mon Apr 25 09:31:23 -0700 2016,Mon Apr 25 09:31:23 -0700 2016,Sun Jun 26 00:00:00 -0700 2016,Sat May 28 00:00:00 -0700 2016,9,1
8842281e1d1347389f2ab93d60773d4d,19398490,ea4a220b10e6b5c796dae0e3b970aff1,4,"A beautiful story. It is rare to encounter a book that does such a good job painting the scenes in your mind - you really felt like you were there and got to know the characters and the people they came across. I generally love WWII books and movies, but wasn't sure if I'd like one featuring a blind girl and a young Nazi radio operator - but he brings a lot of life to them. 
 That said, the novel drifts around a lot, and the plotline jumping forward and backward in time drove me nuts. 
 I thought a lot about if there is a theme to the book. One was the diamond and if it was really cursed (based on the Hope Diamond perhaps?). Another is that 20K Leagues is an awesome book. But I think the book was a lot about fear and the unknown, and how people deal with it. Marie-Laure was blind and couldn't tell what was happening around her - yet she was the bravest one. Werner was afraid of ending up as a miner, which drove him to join the army, and learn about radios. And Uncle Etienne was afraid dying from a sniper he couldn't see, so he didn't leave his house and he created a radio transmitter. So the moral of the story is... don't be paralyzed by your fears. 
 This, she realizes, is the basis of his fear, all fear. That a light you are powerless to stop will turn on you and usher a bullet to its mark.""",Sun Jan 03 21:20:46 -0800 2016,Tue Sep 20 23:30:15 -0700 2016,Tue Sep 13 11:51:51 -0700 2016,Sat Aug 20 07:03:03 -0700 2016,35,5
8842281e1d1347389f2ab93d60773d4d,22318578,5fe9882bfe4b0520a322820c4c55747d,5,5 stars for giving me a better framework for how to organize my stuff and what stuff to keep than I'd ever had before. For instance it was so freeing to realize I don't have to keep gifts.,Sun Jun 07 12:50:13 -0700 2015,Wed Mar 22 11:36:58 -0700 2017,Sun Aug 09 00:00:00 -0700 2015,Sun Jun 07 00:00:00 -0700 2015,24,3
8842281e1d1347389f2ab93d60773d4d,24189224,dbc01e2438df7a87ee3dc16ee23a53e5,0,Numerous people in publishing have told me this will be the book of the year.,Fri May 29 17:48:57 -0700 2015,Fri May 29 17:49:40 -0700 2015,,,11,5
8842281e1d1347389f2ab93d60773d4d,22551730,754710070f38e1c59a45f6a85473b836,4,"Another hard to put down nonfiction book from Erik Larson. I really enjoyed this book - mostly to learn more about submarine warfare in WWI, but also to learn about the history of the time. How America entered the war, the importance of shipping to England, the ruthlessness and autonomy of German u-boat commanders. Larson also did a great job of layering in interesting historical info (though he overdid it too a little bit). 
 One of the dramas of the story of the Lusitania that Larson focuses on is if the British wanted the Lusitania to be sunk, to help draw America into the war. His conclusion seems to be that was the case, though there isn't conclusive evidence. Before the Lusitania sank, very few Americans had died in the war, and there were hundreds of Americans on the boat when it sank, which definitely helped change America's attitude. And even then, it took 2 years after it sank for America's troops to arrive. 
 ""the most likely explanation is that there was indeed a plot, however imperfect, to endanger the Lusitania in order to involve the United States in the war."" 
 Some of my favorite details from the book were simply about what it took to navigate a u-boat in WW1. For instance: 
 ""In this day before sonar, a submarine traveled utterly blind, trusting entirely in the accuracy of sea charts. One great fear of all U-boat men was that a half-sunk derelict or an uncharted rock might lie in their path."" 
 Which is crazy! Plus, the torpedoes weigh 3 thousand pounds each, so a boat could only carry ~7, and their failure rate was something like 60%. Also, they had limited fuel and operated only on batteries when submerged so they could only stay underwater for limited amounts of time. Given all this, trying to operate a u-boat to sink other boats is a pretty dangerous sounding game of chess. But they certainly had an effect on the war - at one point Britain estimated it would have to surrender in 3 months if it didn't get more supplies. 
 There were a lot of interesting details from the era that Larson wove in that was interesting as well. Stuff like the fact that Ouija boards were commonplace in American households, straw hat day. 
 My main critique is that it had a few too many irrelevant details - about various passengers or what happened the day the boat left dock - and stuff like that - felt a bit padded in that respect. But overall, a great read.",Thu May 07 13:59:32 -0700 2015,Wed Dec 14 12:30:43 -0800 2016,Sat Jul 11 00:00:00 -0700 2015,Wed Jun 24 00:00:00 -0700 2015,20,6
8842281e1d1347389f2ab93d60773d4d,22816087,d11954e6e9e9ddf52aed41d83ce43fa6,5,"I love Stephenson - and this was another hit - absolutely loved it. The great thing about a good Stephenson book is it makes you think about the future in new ways, and this book was no exception. 
 It was really two books, and I certainly didn't see the second one coming. It starts out in modern times and then someone blows up the moon. We don't have time to find out who, as within a few years the fragments of the moon cause the worst asteriod shower earth has ever seen and wipe out all life in earth. We have time to send 1,500 people up into space - and this is their story. 
 The use of robots throughout the books was fascinating to me. Stephenson has clearly looked 10-20 years into our future and correctly predicted how it will go. From robot workers in space, nano-bots, nano-robot weapons, and more - we get a vivid portrayal of how robots might be a part of our future lives. 
 I thought the focus on use of whip technology in space was interesting. And of course, the whole notion of Cradle was just cool - though not sure about it's feasibility.",Wed Apr 29 10:56:44 -0700 2015,Wed Dec 14 12:30:43 -0800 2016,Wed Nov 04 00:00:00 -0800 2015,Sun Sep 27 00:00:00 -0700 2015,40,6
8842281e1d1347389f2ab93d60773d4d,5577844,52c8ac49496c153e4a97161e36b2db55,5,"A beautiful story. Neil Gaiman is truly a unique storyteller. I did a combo of reading and listening to this story, and Neil is great at reading as well. I got interested in this book after seeing the movie, which I really enjoyed. The book is similar - maybe a bit more poetic - but I think the plot in the movie is a bit improved (not much, but a bit). 
 I imagine this book came about because Neil read the below poem that he includes in the beginning, and then he invented a plot around it. The result is the book reads like a epic poem - it's creative, magical, and really, just right. 
 Go and catch a falling star, 
 Get with child a mandrake root, 
 Tell me where all past years are, 
 Or who cleft the devil's foot, 
 Teach me to hear mermaids singing, 
 Or to keep off envy's stinging, 
 And find 
 What wind 
 Serves to advance an honest mind. 
 If thou be'st born to strange sights, 
 Things invisible to see, 
 Ride ten thousand days and nights, 
 Till age snow white hairs on thee, 
 Thou, when thou return'st, wilt tell me, 
 All strange wonders that befell thee, 
 And swear, 
 No where 
 Lives a woman true, and fair. 
 If thou find'st one, let me know, 
 Such a pilgrimage were sweet; 
 Yet do not, I would not go, 
 Though at next door we might meet; 
 Though she were true, when you met her, 
 And last, till you write your letter, 
 Yet she 
 Will be 
 False, ere I come, to two, or three. 
 And here is my new favorite quote: ""Have been unavoidably detained by the world. Expect us when you see us.""",Wed Sep 24 09:29:29 -0700 2014,Wed Oct 01 00:31:56 -0700 2014,Tue Sep 30 00:00:00 -0700 2014,Sun Sep 21 00:00:00 -0700 2014,5,1
8842281e1d1347389f2ab93d60773d4d,21792828,9bdae13d09e241db98354b9e298dd4a5,5,"I couldn't put this book down. It was well written - even elegant in a way, as well as though provoking. I love post apocalyptic books as they are great canvas's for humanity, and what matters. In Station Eleven an Ebola-esque virus (the Georgia Flu) knocks out over 99% of the worlds population. This story is told half right before the collapse, and half afterwards, and has several threads that tie together nicely. 
 Reading how civilization and infrastructure all die after the collapse is fascinating. One by one, cable tv, the internet, water, and power all eventually stop working. Nobody is alive to maintain them - or who even knows how. Other infrastructure like gasoline to power cars and airplanes, groceries, guns, and even clothing all become rarer and rarer commodities. Really makes you realize how much we are standing on the shoulder of hundreds of years of progress and knowledge, and how far into the middle ages we could easily fall. We really know nothing individually - our civilization is based upon the collective knowledge of billions. 
 If there is a motto of the book, it's probably this quote: ""Because survival is insufficient"". Humanity craves for more than survival - we crave for something more out of life. The story follows a caravan of actors and musicians who travel from town to town to play Shakespeare, and bring some art and a shared experience. Interesting that of all the artists from the past 400 years, Shakespeare is the one that survives and still resonates. 
 ""All three caravans of the Traveling Symphony are labeled as such, THE TRAVELING SYMPHONY lettered in white on both sides, but the lead caravan carries an additional line of text: Because survival is insufficient."" 
 ""Survival might be insufficient, she'd told Dieter in late-night arguments, but on the other hand, so was Shakespeare."" 
 The storyline pre-collapse that follows Arthur and his three wives is interesting. I won't say much about it, other than Arthur, his wives, and the paparazzi-turned-jounalist-turned-paramedic-turned-doctor Jeevan, seem to all be searching for meaning in their lives. And ironically Jeevan seems to find the most, becoming a doctor after the collapse. Also, I'm glad I'm not a Hollywood celebrity. The conversation between Arthur and Jeevan where Arthur just wants to talk about anything but himself stuck with me - sometimes we are all sick of talking about ourselves. 
 Regardless of what you think about this book, one thing is for sure - after you put it down and walk around the world, you are full of a newfound appreciation and gratitude for everything. Hopefully that appreciation and gratitude will stick around a little - though I know it will fade as months and years go by. 
 ps. This is cool:",Mon Sep 22 13:37:09 -0700 2014,Wed Mar 22 11:47:36 -0700 2017,Thu Nov 20 00:00:00 -0800 2014,Mon Nov 17 00:00:00 -0800 2014,45,4
8842281e1d1347389f2ab93d60773d4d,17855756,9db60af739f79f40c0016b924a5326b4,4,"What a fun series. I loved Wool, and Dust and Shift both gave us the backstory to explain the world and how it ended up. I think the first book was by far the best, but this gave us a nice conclusion. 
 (view spoiler)[It was the conclusion we wanted to see - the people finally get outside! My problem with this book is there were lots of holes. A lot of the other reviews have pointed this out too, and I'm not sure if the fact I know it was self-published is biasing me to say it could have used more editing, but feels that way a little. But the writing was great. 
 There were lots of things that weren't cleared up or never really fully made sense. The major one is why Thurman really felt the need to destroy the whole world - feels like there could have been a lot more to that. It also wasn't clear how he really accomplished that - was it all nuclear or was it nano? If nuclear, wouldn't the world really be a wasteland? 
 Whatever happened to silo 40 and other silo's that went dark? I was kind of expecting that they had already broken outside and would have been waiting there. Or perhaps they already went to the sea and Hugh will tell us their story later. 
 What happens to the other silos after silo one is destroyed? Didn't it power their server rooms and probably provide other stuff including guidance to the silo heads? Will they make the 200 years on their own? 
 The mystery of silo 17 and why the dead bodies at the top didn't rot was never really explained. I'm guessing they were kept whole by healing nano's, but it felt like there was more to that story. 
 I didn't understand why Anna didn't come back to life. If Thurman could do so after being killed by Donald, why not her? All the love stories (Juliet and Kyle, Donald and Anna, etc ended up sadly - I wanted one happy one. (hide spoiler)] 
 If anything, I think this book is about hope and resiliency. Jules and Donald and even Solo weren't perfect, and suffered through a lot, but the only thing that kept them going was hope of a better life, and determination to keep themselves alive. That determination defined them and was what we admired about them. The hope was what gave them their drive. Hope is a powerful and necessary part of human psychology.",Sat Jul 26 10:54:20 -0700 2014,Sat Jul 26 13:10:06 -0700 2014,Sat Jul 26 13:10:06 -0700 2014,,3,1
8842281e1d1347389f2ab93d60773d4d,16158596,6ff8bbc4856aa403bbd8990407c9c77a,0,Recommended by David Risher,Mon Jul 07 10:56:15 -0700 2014,Mon Jul 07 10:56:39 -0700 2014,,,0,0
8842281e1d1347389f2ab93d60773d4d,12961964,04659501bdec2cf924d5cb0348ca1d8f,4,"A classic dystopian novel published in 1985, but still very relevant - and even trending in 2017 due to the political climate. I liked how it unfolded - we learn about the state of the world and what has happened to it very piecemeal throughout the book, and I think if Atwood had just described it all up front it wouldn't have been nearly as compelling. 
 This book seems to be a kind of warning. It describes a future state that is chilling and depressing, and yet (to the point) chillingly possible. It describes a society that has - for reasons we never quite learn (but might have to do with radiation or sterilization?) remade itself from one where everyone has basic freedom and choice, to one that is the opposite of that. Pleasure, poverty, and other evils are eliminated in this system. And most chillingly, women have almost no rights. The books main character is a ""hand maiden"" who's only role is to bear children from the person who seems to have purchased/acquired her for that purpose. She doesn't even have a proper name anymore - she is called ""Offred"" because she is the property ""of Fred"". 
 ""We were a society dying, said Aunt Lydia, of too much choice."" 
 A lot of the book explores themes like the above - what it would be like to take away basic freedoms, choices, and also ability to have relationships with others. Chilling and depressing, because so much of what we value in modern society is our freedom. And yet, we do know that too much choice does paralyze, and many people want leaders and situations that simplify the decisions they have to make. This might sound like a balance, but its not, because our ability to make choice, especially bad choices, is actually crucial to our development. 
 ""Better never means better for everyone, he says. It always means worse, for some."" 
 This was an insightful sentence, because it implied the commander thought they were making society better, not worse, overall. And yet clearly for everyone in the book - including the commander - it doesn't sound better. Did they just miss the mark? Was it a big experiment gone wrong? Regardless, in todays world this sentence is perhaps most applicable: 
 ""We lived, as usual, by ignoring. Ignoring isn't the same as ignorance, you have to work at it. Nothing changes instantaneously: in a gradually heating bathtub you'd be boiled to death before you knew it.""",Thu May 22 10:25:45 -0700 2014,Sun Apr 23 13:55:20 -0700 2017,Sat Apr 15 17:11:13 -0700 2017,Tue Mar 21 01:42:39 -0700 2017,60,2
8842281e1d1347389f2ab93d60773d4d,17315048,885c772fb033b041f42d57cef5be0a43,5,"Mark Watney is a steely-eyed missile man. A man's man. A badass mechanical engineer botanist astronaut who is stranded on Mars during a Nasa mission gone wrong, and left to fend for himself. I listened to this on audio on a roadtrip, and it flew by - what a fun story. Not surprised at all it's being made into a movie directed by Ridley Scott starring Matt Damon. Also pretty amazing is that it was self-published. 
 There were two great things about this book: the humor and the science. The science appealed to the mechanical engineer in me - Watney is a bit like McGyver except he knows a lot more about chemistry and botany. I didn't double-check all the science, but loved the descriptions of all the math: calorie calculations, creating water, etc. Just fun stuff. 
 But the humor was top notch. Weir does a great job portraying a stranded man trying to remain upbeat by talking to himself in log entries. And the excellent audio narrator only made it better. 
 ""I started the day with some nothin' tea. Nothin' tea is easy to make. First, get some hot water, then add nothin'."" 
 ""Yes, of course duct tape works in a near-vacuum. Duct tape works anywhere. Duct tape is magic and should be worshiped."" 
 ""Live Another Sol would be an awesome name for a James Bond movie."" 
 In the end, a well told story of survival against the odds. And one of belief - I liked the CNN Mark Watney watch - you could totally imagine how into this story the media would get. We humans love a good surviving against the odds story.",Sat Apr 05 09:30:53 -0700 2014,Wed Mar 22 11:33:10 -0700 2017,Mon Aug 25 00:00:00 -0700 2014,Sat Aug 16 00:00:00 -0700 2014,25,5
